product_id,product_name,brand,category_id,supplier_id,cost_price,selling_price,stock_unit
99,Information Furniture,IKEA,4,4,3634.25,5873.58,Piece
100,Popular Groceries,Fortune,3,8,1695.66,1249.93,Piece
101,Wrong Groceries,Aashirvaad,3,2,1158.46,3183.32,Packet
102,Area Clothing,Adidas,2,1,114.38,3214.69,Piece
103,May Clothing,Nike,2,3,3610.61,5645.03,Box
104,From Sports,Cosco,5,7,4263.68,3230.68,Kg
105,Meet Furniture,IKEA,4,9,3587.17,2613.38,Litre
106,Economy Furniture,Nilkamal,4,8,4862.87,1996.38,Packet
107,Do Groceries,Aashirvaad,3,1,4171.08,4108.3,Box
108,There Groceries,Aashirvaad,3,5,3796.15,1314.6,Box
109,Security Electronics,Samsung,1,3,3098.71,3443.52,Piece
110,Safe Sports,Cosco,5,10,2738.49,3129.83,Piece
111,Not Groceries,India Gate,3,10,722.6,5374.36,Kg
112,Start Electronics,Apple,1,7,2856.82,3863.31,Kg
113,Rock Furniture,Nilkamal,4,10,2850.8,3127.17,Litre
114,Including Groceries,Fortune,3,8,4987.93,3424.14,Piece
115,Step Sports,Cosco,5,4,3644.62,5546.22,Litre
116,Adult Clothing,Nike,2,10,4022.64,5708.39,Packet
117,Prove Groceries,India Gate,3,8,2508.19,4780.26,Piece
118,Talk Clothing,Nike,2,9,3535.11,5672.28,Packet
119,Debate Electronics,Sony,1,6,3749.48,729.81,Packet
120,Large Clothing,Puma,2,10,1513.19,2348.59,Packet
121,Together Sports,Cosco,5,5,2489.38,3907.82,Piece
122,Bit Sports,Yonex,5,3,3478.52,5170.14,Box
123,Month Furniture,Home Centre,4,4,2066.86,1198.2,Piece
124,Few Groceries,Aashirvaad,3,5,2889.23,3866.77,Litre
125,Property Electronics,Dell,1,1,3214.9,5482.85,Box
126,Road Groceries,Fortune,3,10,3489.65,2022.75,Piece
127,Figure Clothing,Nike,2,9,208.49,5060.01,Box
128,Wife Furniture,IKEA,4,8,3772.48,4041.77,Box
129,None Groceries,India Gate,3,5,971.49,4917.97,Box
130,Might Groceries,India Gate,3,1,4511.88,2521.84,Packet
131,Deal Clothing,Adidas,2,4,1416.53,6308.77,Kg
132,Over Furniture,Home Centre,4,4,1312.64,4670.89,Kg
133,Building Groceries,Aashirvaad,3,4,4002.32,6670.03,Litre
134,Way Groceries,India Gate,3,2,2968.97,1059.72,Litre
135,Design Clothing,Adidas,2,5,4801.62,1029.24,Piece
136,Onto Furniture,IKEA,4,3,3865.23,1063.14,Litre
137,Act Sports,Cosco,5,4,1484.3,4159.1,Litre
138,At Clothing,Puma,2,4,3599.65,3034.66,Piece
139,Early Clothing,Levis,2,6,1464.23,4288.33,Piece
140,Wonder Groceries,Fortune,3,6,4466.96,1953.83,Litre
141,Score Sports,Nivia,5,9,466.77,6949.32,Packet
142,Concern Furniture,Home Centre,4,3,2676.27,2574.94,Packet
143,With Furniture,IKEA,4,8,770.49,1327.23,Packet
144,My Clothing,Nike,2,4,4789.25,6879.34,Kg
145,Stuff Sports,Yonex,5,10,3476.4,3693.82,Kg
146,Whatever Furniture,Home Centre,4,5,4614.19,4138.31,Litre
147,Sign Groceries,Fortune,3,10,1798.75,930.47,Piece
148,War Groceries,India Gate,3,9,2340.85,2279.54,Piece
149,Offer Clothing,Adidas,2,6,3392.99,4868.9,Packet
150,Speak Clothing,Levis,2,5,2810.26,2500.51,Packet
151,Feel Electronics,Sony,1,6,2151.63,2720.82,Kg
152,Source Furniture,Nilkamal,4,9,670.54,2658.63,Box
153,Something Groceries,Aashirvaad,3,7,3193.65,3634.49,Box
154,Treat Sports,Yonex,5,5,3352.17,4563.28,Packet
155,None Groceries,Fortune,3,8,3974.86,658.57,Kg
156,Dream Groceries,Aashirvaad,3,4,1697.02,5781.95,Piece
157,World Electronics,Samsung,1,5,3078.52,2638.0,Packet
158,Point Groceries,Fortune,3,2,2316.32,674.22,Kg
159,Realize Furniture,IKEA,4,8,2793.1,4067.0,Kg
160,Save Electronics,Apple,1,5,2576.87,4162.46,Piece
161,Meeting Electronics,Dell,1,10,455.59,4231.19,Packet
162,Kind Clothing,Adidas,2,1,2679.55,2882.57,Box
163,Establish Groceries,Fortune,3,7,4492.12,1990.02,Piece
164,Coach Sports,Yonex,5,8,2504.13,3001.73,Piece
165,Control Furniture,Home Centre,4,5,4960.85,4049.21,Kg
166,Force Electronics,Sony,1,8,4648.53,3679.36,Kg
167,Himself Electronics,HP,1,9,4094.68,5352.65,Packet
168,General Clothing,Puma,2,9,827.46,4066.88,Box
169,Argue Electronics,Dell,1,7,2525.75,4463.01,Piece
170,Member Clothing,Levis,2,10,3695.27,2460.9,Litre
171,Bring Clothing,Levis,2,8,2975.43,4986.85,Box
172,What Groceries,Aashirvaad,3,2,3820.68,1064.93,Packet
173,College Sports,Nivia,5,6,1496.75,819.48,Kg
174,Reality Clothing,Levis,2,4,679.47,1947.18,Box
175,Anyone Furniture,IKEA,4,6,2494.0,3834.47,Kg
176,Natural Electronics,Samsung,1,2,2949.03,1919.4,Kg
177,Use Sports,Yonex,5,8,1081.56,5395.78,Litre
178,Capital Clothing,Nike,2,7,2557.91,5837.17,Piece
179,Despite Clothing,Levis,2,5,3740.45,2117.54,Litre
180,Near Groceries,Fortune,3,10,2646.41,2099.25,Kg
181,Time Furniture,Home Centre,4,2,1602.5,5147.51,Packet
182,Court Electronics,Apple,1,3,4296.27,6563.8,Box
183,Entire Groceries,Fortune,3,6,307.24,1131.57,Litre
184,Would Sports,Cosco,5,8,3128.74,5646.23,Packet
185,Evening Groceries,Fortune,3,9,3930.75,869.32,Packet
186,Answer Electronics,Sony,1,8,1802.63,6644.8,Piece
187,Two Furniture,Home Centre,4,9,4625.0,3484.65,Box
188,Build Sports,Nivia,5,8,610.92,878.87,Piece
189,Daughter Groceries,India Gate,3,4,2463.98,2735.51,Piece
190,Adult Groceries,India Gate,3,7,1623.72,6914.0,Litre
191,Ability Groceries,Fortune,3,4,1161.1,4732.83,Litre
192,Their Sports,Yonex,5,3,3273.58,1054.6,Box
193,Lose Groceries,India Gate,3,3,2911.72,2915.92,Litre
194,Candidate Electronics,HP,1,2,2343.22,4463.54,Kg
195,Order Sports,Cosco,5,3,881.85,2665.95,Litre
196,Born Electronics,HP,1,1,778.43,2391.82,Packet
197,Ahead Electronics,HP,1,3,3618.93,1880.76,Piece
198,Shoulder Groceries,Fortune,3,6,3807.79,1130.92,Litre
199,Huge Electronics,HP,1,8,3612.91,5227.02,Box
200,Program Groceries,Fortune,3,9,3129.23,894.0,Box
201,Look Sports,Yonex,5,2,313.4,1537.66,Piece
202,All Groceries,Aashirvaad,3,8,239.02,2711.45,Box
203,Clear Clothing,Adidas,2,1,1722.23,5980.13,Kg
204,Cell Groceries,Aashirvaad,3,2,372.07,5245.2,Piece
205,Stage Furniture,Home Centre,4,6,1001.28,3529.56,Kg
206,Run Sports,Yonex,5,8,3803.7,5785.02,Kg
207,Hope Clothing,Adidas,2,8,1898.53,6744.96,Packet
208,Again Furniture,IKEA,4,1,445.68,2374.69,Box
209,Development Electronics,Apple,1,10,3909.08,623.18,Litre
210,Resource Sports,Yonex,5,6,2982.06,2804.29,Kg
211,Low Furniture,Nilkamal,4,1,2394.41,2945.66,Kg
212,Option Furniture,IKEA,4,5,2672.79,5383.76,Box
213,Fact Sports,Nivia,5,10,2519.78,5767.1,Kg
214,Campaign Electronics,HP,1,7,479.19,3182.92,Piece
215,Watch Electronics,Sony,1,10,469.17,5873.64,Box
216,Education Furniture,Nilkamal,4,8,2660.97,6779.86,Litre
217,Type Furniture,Home Centre,4,9,2969.05,5133.62,Packet
218,Letter Groceries,Fortune,3,7,4768.53,2665.39,Box
219,Whom Furniture,IKEA,4,8,3568.02,4397.87,Litre
220,Food Sports,Cosco,5,10,3336.04,3854.23,Piece
221,School Groceries,Aashirvaad,3,9,1441.34,1096.96,Piece
222,Current Clothing,Nike,2,7,886.59,2458.27,Piece
223,Recently Sports,Cosco,5,2,2936.53,6123.77,Piece
224,Me Sports,Nivia,5,4,2703.47,5412.31,Box
225,Draw Furniture,IKEA,4,6,3791.19,4722.58,Box
226,Cold Electronics,Dell,1,10,2856.94,3751.52,Piece
227,Picture Electronics,Dell,1,7,545.8,1438.82,Piece
228,He Furniture,Home Centre,4,2,2469.51,1477.18,Kg
229,Explain Clothing,Adidas,2,8,1008.17,4540.94,Piece
230,Eat Electronics,Dell,1,5,400.67,6183.06,Box
231,Walk Furniture,Home Centre,4,10,1470.41,4253.86,Piece
232,Wife Groceries,Aashirvaad,3,6,1447.77,3459.64,Packet
233,Start Furniture,IKEA,4,10,2746.35,3692.98,Litre
234,Second Sports,Yonex,5,5,2719.42,5478.4,Piece
235,Couple Electronics,HP,1,7,2930.57,831.09,Litre
236,Vote Furniture,IKEA,4,7,2619.36,4128.84,Piece
237,Indeed Furniture,Nilkamal,4,8,2068.28,6665.76,Kg
238,Itself Electronics,Samsung,1,3,1916.33,2160.94,Packet
239,Trial Groceries,Aashirvaad,3,5,2708.92,1036.35,Packet
240,Age Sports,Nivia,5,4,1785.83,2202.47,Kg
241,This Electronics,Apple,1,2,4676.36,5400.42,Packet
242,Audience Groceries,India Gate,3,8,2722.31,3866.42,Packet
243,Station Clothing,Levis,2,7,1223.18,6560.9,Kg
244,Watch Sports,Cosco,5,10,2276.91,1374.85,Box
245,Professor Clothing,Puma,2,9,1116.8,2686.3,Litre
246,Difficult Furniture,IKEA,4,2,4392.98,2643.64,Box
247,Similar Groceries,India Gate,3,7,1824.46,3451.19,Packet
248,Poor Clothing,Nike,2,3,1115.24,4413.37,Piece
249,Yet Furniture,Nilkamal,4,8,4270.14,6692.58,Packet
250,Partner Electronics,Apple,1,1,873.45,4291.92,Packet
251,Success Groceries,India Gate,3,2,1649.76,507.97,Litre
252,Something Furniture,IKEA,4,3,536.15,5655.06,Box
253,Side Groceries,India Gate,3,10,1373.91,1875.27,Litre
254,Half Sports,Yonex,5,2,269.62,2446.72,Litre
255,Republican Furniture,Nilkamal,4,9,2715.74,2737.63,Piece
256,Discover Sports,Yonex,5,4,402.35,2300.25,Packet
257,Simple Sports,Yonex,5,8,3376.67,4161.49,Box
258,List Furniture,Home Centre,4,5,3490.41,5594.61,Kg
259,Sport Furniture,Nilkamal,4,1,2219.86,6528.8,Packet
260,Affect Electronics,HP,1,4,1520.25,6575.48,Kg
261,Eye Electronics,Sony,1,5,4342.07,3225.7,Kg
262,Difference Sports,Cosco,5,10,2783.52,2470.91,Piece
263,Example Sports,Yonex,5,6,4752.9,3174.34,Kg
264,North Groceries,Aashirvaad,3,1,1256.35,2982.79,Box
265,Then Sports,Nivia,5,4,1699.35,6941.12,Piece
266,Safe Electronics,Dell,1,4,323.71,887.04,Piece
267,Box Electronics,Samsung,1,8,4501.14,625.97,Piece
268,Music Furniture,Nilkamal,4,9,4240.37,6708.75,Piece
269,Simple Furniture,IKEA,4,1,3966.67,4611.97,Packet
270,Beat Sports,Yonex,5,3,995.56,4682.76,Kg
271,Director Groceries,Fortune,3,1,1270.0,4764.19,Packet
272,Best Electronics,Dell,1,4,1400.24,934.47,Packet
273,Difference Electronics,HP,1,2,938.21,1579.55,Piece
274,Economy Furniture,Nilkamal,4,5,3594.94,5911.28,Piece
275,Wrong Sports,Cosco,5,6,2240.73,735.32,Packet
276,Speech Clothing,Levis,2,9,2268.46,2647.44,Kg
277,Yet Clothing,Levis,2,3,3111.31,5148.09,Packet
278,Crime Furniture,IKEA,4,8,1672.07,2534.47,Packet
279,Must Groceries,Fortune,3,10,3056.11,2394.74,Packet
280,Five Electronics,Samsung,1,3,2194.12,1494.92,Piece
281,Admit Clothing,Puma,2,1,4992.54,2436.36,Litre
282,Economic Groceries,Fortune,3,2,3867.37,5939.59,Litre
283,Miss Groceries,Aashirvaad,3,10,3634.5,3722.14,Kg
284,To Clothing,Adidas,2,6,2511.36,2227.38,Packet
285,Drop Clothing,Puma,2,8,2459.62,4169.15,Box
286,Itself Sports,Nivia,5,10,4622.65,3181.22,Piece
287,Former Furniture,Home Centre,4,10,3812.0,2400.17,Packet
288,Debate Furniture,Nilkamal,4,4,2067.47,3101.4,Kg
289,Player Furniture,IKEA,4,4,4508.82,3402.31,Packet
290,Source Groceries,Aashirvaad,3,8,4600.37,713.88,Packet
291,Catch Electronics,Sony,1,6,3462.1,2130.28,Kg
292,Probably Furniture,Nilkamal,4,2,426.11,3641.74,Packet
293,City Groceries,Aashirvaad,3,3,2644.62,6749.22,Kg
294,Writer Furniture,Nilkamal,4,5,1918.25,3053.75,Piece
295,Place Furniture,IKEA,4,10,2368.8,3992.95,Litre
296,Well Groceries,Aashirvaad,3,9,1541.77,2656.67,Piece
297,Fire Furniture,Nilkamal,4,8,104.62,4308.57,Litre
298,Serious Sports,Cosco,5,5,4232.64,1559.62,Box
299,Vote Electronics,HP,1,7,3003.44,5904.45,Packet
300,Rise Groceries,India Gate,3,9,3650.84,2385.28,Packet
301,Car Groceries,Fortune,3,2,2095.75,3928.98,Litre
302,Dark Clothing,Nike,2,7,515.94,2844.74,Kg
303,Team Sports,Yonex,5,5,3618.95,5249.65,Piece
304,Class Electronics,Apple,1,3,3176.05,4321.03,Box
305,Drop Sports,Cosco,5,2,4604.34,2692.11,Litre
306,Quite Furniture,Home Centre,4,2,712.15,2402.59,Packet
307,Walk Clothing,Puma,2,9,3466.52,3557.55,Litre
308,Total Clothing,Levis,2,2,2595.48,5288.15,Packet
309,Form Sports,Nivia,5,1,992.88,5839.54,Packet
310,Century Sports,Yonex,5,3,4590.11,5541.81,Box
311,You Sports,Nivia,5,6,2070.03,5833.49,Packet
312,Protect Furniture,Home Centre,4,7,4558.36,3864.88,Litre
313,Office Furniture,Home Centre,4,10,3722.32,4614.61,Litre
314,Eat Electronics,Sony,1,6,4747.9,4616.15,Box
315,System Clothing,Puma,2,2,1651.04,6502.33,Box
316,Public Clothing,Levis,2,3,2298.03,5529.76,Packet
317,Effect Groceries,India Gate,3,8,602.83,5979.82,Litre
318,Education Furniture,Nilkamal,4,9,2030.76,5345.93,Box
319,Bed Sports,Cosco,5,10,608.59,4610.48,Litre
320,Memory Electronics,Sony,1,5,3226.73,2026.58,Litre
321,Ever Clothing,Adidas,2,6,1562.3,3024.77,Kg
322,Everyone Furniture,IKEA,4,1,883.05,4659.58,Packet
323,Assume Groceries,India Gate,3,8,567.93,4296.13,Kg
324,Enough Furniture,Nilkamal,4,2,4242.0,502.51,Litre
325,Head Groceries,Aashirvaad,3,2,3592.97,1822.59,Packet
326,Fact Clothing,Adidas,2,2,2021.22,1668.36,Kg
327,Particular Electronics,Dell,1,4,3600.39,5559.55,Kg
328,Wife Groceries,Fortune,3,9,1586.79,3384.41,Kg
329,Sometimes Groceries,India Gate,3,7,3992.75,6218.65,Piece
330,Listen Furniture,Home Centre,4,3,3729.51,3350.2,Box
331,Window Electronics,Dell,1,7,3376.83,2565.35,Kg
332,Participant Sports,Yonex,5,4,672.88,4042.23,Packet
333,Doctor Electronics,Sony,1,2,1707.64,3818.98,Box
334,Career Furniture,Nilkamal,4,7,3179.26,4930.85,Box
335,Today Clothing,Nike,2,1,3850.7,4945.77,Piece
336,Dog Sports,Yonex,5,7,356.51,1830.98,Litre
337,Phone Sports,Nivia,5,3,3687.49,3018.7,Packet
338,Recently Clothing,Puma,2,4,3360.3,3170.83,Packet
339,Card Sports,Cosco,5,10,4447.83,1681.99,Box
340,Relationship Electronics,HP,1,6,398.91,1617.86,Box
341,Through Groceries,Fortune,3,9,509.75,4598.85,Box
342,Top Sports,Nivia,5,3,1237.86,801.62,Box
343,Their Electronics,Apple,1,9,1370.43,6090.74,Piece
344,During Electronics,Apple,1,9,3558.21,4919.5,Piece
345,Account Clothing,Nike,2,10,681.87,531.84,Piece
346,Officer Sports,Cosco,5,9,2391.68,5813.65,Kg
347,Black Groceries,India Gate,3,6,3470.68,2051.48,Box
348,Quickly Groceries,Aashirvaad,3,7,1271.4,6307.77,Packet
349,Before Electronics,HP,1,9,810.34,1747.23,Packet
350,Sea Electronics,Samsung,1,1,261.04,6445.74,Packet
351,Image Groceries,Fortune,3,6,3073.74,5180.49,Litre
352,Very Clothing,Adidas,2,9,3201.65,1823.35,Litre
353,Ten Electronics,Sony,1,4,3106.57,1221.2,Kg
354,Matter Furniture,Nilkamal,4,4,2497.58,5082.8,Piece
355,Than Sports,Cosco,5,8,4052.63,3157.28,Piece
356,Movement Sports,Nivia,5,9,3316.41,1691.16,Packet
357,Gas Sports,Cosco,5,10,2084.76,3235.81,Kg
358,Election Sports,Nivia,5,7,970.0,6955.98,Packet
359,Individual Electronics,HP,1,6,242.01,2901.03,Packet
360,Blue Electronics,Samsung,1,2,2998.03,5553.12,Piece
361,Decade Clothing,Adidas,2,9,2388.87,6510.71,Packet
362,What Electronics,Samsung,1,5,2103.83,5929.71,Piece
363,Toward Clothing,Levis,2,8,3348.11,3911.48,Kg
364,Fish Sports,Nivia,5,6,3289.71,3159.26,Kg
365,Hotel Electronics,Sony,1,6,2715.7,3967.83,Packet
366,Parent Electronics,HP,1,8,1876.34,4421.1,Piece
367,Wrong Clothing,Adidas,2,8,1823.38,6847.04,Kg
368,Cold Clothing,Nike,2,5,3881.79,5307.74,Box
369,Technology Furniture,Nilkamal,4,7,4813.32,3240.85,Piece
370,Area Electronics,Samsung,1,9,1243.58,6899.94,Piece
371,Off Groceries,India Gate,3,7,1924.41,4238.08,Piece
372,Several Groceries,Fortune,3,9,3921.93,592.2,Packet
373,Walk Groceries,Aashirvaad,3,3,428.11,5716.41,Kg
374,Remember Groceries,India Gate,3,4,773.41,1190.79,Box
375,Agency Sports,Cosco,5,4,4263.71,1365.22,Packet
376,Deal Furniture,Nilkamal,4,10,400.01,1136.3,Kg
377,Never Sports,Yonex,5,4,2091.14,1852.32,Piece
378,Actually Electronics,Apple,1,5,302.7,6983.36,Packet
379,Field Clothing,Puma,2,1,2291.88,2541.43,Box
380,Final Sports,Nivia,5,3,2938.59,3912.22,Packet
381,Low Electronics,HP,1,4,3312.71,6671.77,Piece
382,Sing Clothing,Levis,2,7,3658.91,6165.65,Kg
383,Ahead Furniture,Nilkamal,4,1,1658.72,5444.48,Litre
384,Eat Sports,Cosco,5,8,4680.92,579.54,Piece
385,Detail Clothing,Levis,2,3,2754.16,3631.13,Kg
386,Great Furniture,Nilkamal,4,10,1935.45,2015.63,Litre
387,Economic Groceries,Fortune,3,6,4956.02,5959.26,Kg
388,Present Clothing,Puma,2,6,4582.93,523.74,Box
389,North Electronics,Sony,1,10,3330.91,6488.75,Box
390,Shake Groceries,Fortune,3,2,1242.95,6619.97,Packet
391,Long Sports,Cosco,5,3,1479.87,2368.77,Piece
392,Mission Clothing,Puma,2,8,766.19,3929.59,Box
393,Best Groceries,Aashirvaad,3,5,4239.93,6892.47,Piece
394,Shoulder Clothing,Levis,2,1,2743.71,3263.16,Piece
395,Lead Groceries,Aashirvaad,3,5,698.36,3411.03,Litre
396,Sure Groceries,Fortune,3,3,465.3,5456.29,Packet
397,Add Furniture,IKEA,4,3,1536.78,2328.21,Packet
398,Point Sports,Nivia,5,6,2743.12,2030.23,Box
399,About Furniture,Home Centre,4,7,3137.71,3548.5,Kg
400,Good Groceries,India Gate,3,5,3257.02,5908.68,Piece
401,Skill Groceries,India Gate,3,4,1370.9,2774.15,Packet
402,Vote Furniture,Home Centre,4,3,3469.38,6604.02,Packet
403,Though Groceries,India Gate,3,7,922.29,6934.09,Box
404,Country Clothing,Adidas,2,9,4978.82,3058.93,Packet
405,Return Electronics,Samsung,1,6,1309.26,1604.94,Litre
406,Loss Clothing,Puma,2,7,1377.32,3191.56,Kg
407,Activity Groceries,Aashirvaad,3,1,1009.87,6807.2,Packet
408,Indeed Furniture,Nilkamal,4,6,2101.53,1437.18,Packet
409,Kid Sports,Yonex,5,2,4110.07,1466.17,Piece
410,Argue Electronics,Apple,1,10,2103.37,3613.36,Litre
411,Two Furniture,Nilkamal,4,2,793.49,1584.75,Box
412,Order Furniture,IKEA,4,3,3350.71,4546.86,Piece
413,He Groceries,Aashirvaad,3,3,4448.23,6471.45,Kg
414,Science Clothing,Nike,2,6,4156.18,923.49,Box
415,Their Clothing,Levis,2,8,1616.97,2074.7,Piece
416,Issue Clothing,Nike,2,7,2400.19,1194.18,Box
417,Debate Clothing,Puma,2,3,3990.81,1490.67,Box
418,Once Clothing,Levis,2,3,3257.01,5821.91,Piece
419,Get Groceries,Aashirvaad,3,10,1962.19,4142.86,Litre
420,Suffer Furniture,Nilkamal,4,6,3319.15,4097.19,Box
421,Senior Furniture,Nilkamal,4,5,1594.8,6725.01,Piece
422,Throughout Furniture,IKEA,4,3,1682.75,3936.95,Packet
423,Course Electronics,Sony,1,9,1862.58,1270.86,Piece
424,American Clothing,Levis,2,8,2436.07,3440.64,Piece
425,Argue Sports,Nivia,5,9,335.17,2335.3,Litre
426,Care Electronics,Apple,1,6,2293.94,1792.85,Kg
427,Fight Furniture,IKEA,4,10,1333.8,4586.13,Box
428,Theory Electronics,Dell,1,9,1356.47,6459.8,Kg
429,Sport Electronics,HP,1,10,338.59,1537.07,Litre
430,Price Groceries,Aashirvaad,3,6,643.89,2146.6,Litre
431,Unit Clothing,Puma,2,3,3885.44,3840.78,Litre
432,Some Clothing,Puma,2,7,3421.77,2127.52,Piece
433,Foot Groceries,India Gate,3,3,4786.56,1639.87,Kg
434,Night Clothing,Levis,2,8,3514.29,2561.82,Kg
435,Lose Furniture,IKEA,4,4,933.09,6582.0,Packet
